CMPD_CHEMBLID,exp,smiles,inchi,selfies,iupac_name,exp_cat,target_2,target_5
CHEMBL182266,2.8,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)c4ccncc4,"InChI=1S/C27H31N3O/c1-29(27(31)24-12-17-28-18-13-24)25-14-19-30(20-15-25)21-16-26(22-8-4-2-5-9-22)23-10-6-3-7-11-23/h2-13,17-18,25-26H,14-16,19-21H2,1H3",[C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],"n-[1-[3,3-di(phenyl)propyl]piperidin-4-yl]-n-methylpyridine-4-carboxamide",large,1,3
CHEMBL1201295,3.57,Cc1ccc(cc1)C(=O)Oc2ccc(cc2OC(=O)c3ccc(C)cc3)C(O)CNC(C)(C)C,"InChI=1S/C28H31NO5/c1-18-6-10-20(11-7-18)26(31)33-24-15-14-22(23(30)17-29-28(3,4)5)16-25(24)34-27(32)21-12-8-19(2)9-13-21/h6-16,23,29-30H,17H2,1-5H3",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch2][Ring1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Branch1][C][O][C][N][C][Branch1][C][C][Branch1][C][C][C],[5-[2-(tert-butylamino)-1-hydroxyethyl]-2-(4-methylbenzoyl)oxyphenyl] 4-methylbenzoate,very large,1,4
CHEMBL413742,3.66,CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,"InChI=1S/C34H41N3O5S/c1-6-8-12-24(7-2)21-35-33(38)26-16-17-30-29(19-26)28(22-37(30)4)18-25-14-15-27(20-31(25)42-5)34(39)36-43(40,41)32-13-10-9-11-23(32)3/h9-11,13-17,19-20,22,24H,6-8,12,18,21H2,1-5H3,(H,35,38)(H,36,39)",[C][C][C][C][C][Branch1][Ring1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch2][Ring2][Ring1][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][Ring2][Ring1][N][C],n-(2-ethylhexyl)-3-[[2-methoxy-4-[(2-methylphenyl)sulfonylcarbamoyl]phenyl]methyl]-1-methylindole-5-carboxamide,very large,1,4
CHEMBL198150,1.73,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,"InChI=1S/C32H40N2O5S2/c1-4-34(32(35)24-25-10-14-29(15-11-25)40(2,36)37)28-18-21-33(22-19-28)23-20-31(26-8-6-5-7-9-26)27-12-16-30(17-13-27)41(3,38)39/h5-17,28,31H,4,18-24H2,1-3H3",[C][C][N][Branch2][Ring2][N][C][C][C][N][Branch2][Ring1][S][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],n-ethyl-2-(4-methylsulfonylphenyl)-n-[1-[3-(4-methylsulfonylphenyl)-3-phenylpropyl]piperidin-4-yl]acetamide,medium,0,1
CHEMBL210884,2.26,COCCOc1nc(N)c2NC(=O)N(Cc3ccccc3)c2n1,"InChI=1S/C15H17N5O3/c1-22-7-8-23-14-18-12(16)11-13(19-14)20(15(21)17-11)9-10-5-3-2-4-6-10/h2-6H,7-9H2,1H3,(H,17,21)(H2,16,18,19)",[C][O][C][C][O][C][=N][C][Branch1][C][N][=C][N][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=N][Ring2][Ring1][C],6-amino-2-(2-methoxyethoxy)-9-(phenylmethyl)-7h-purin-8-one,large,1,2
CHEMBL605846,0.79,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,"InChI=1S/C21H26N2O5/c1-21(2,10-13-4-6-15(27-3)7-5-13)22-11-18(25)16-8-14(24)9-17-20(16)28-12-19(26)23-17/h4-9,18,22,24-25H,10-12H2,1-3H3,(H,23,26)/t18-/m0/s1",[C][O][C][=C][C][=C][Branch2][Ring2][Ring1][C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][N][C][=Branch1][C][=O][C][O][C][Ring1][N][=Ring1][#Branch1][C][=C][Ring2][Ring1][#Branch2],"6-hydroxy-8-[(1r)-1-hydroxy-2-[[1-(4-methoxyphenyl)-2-methylpropan-2-yl]amino]ethyl]-4h-1,4-benzoxazin-3-one",small,0,0
CHEMBL424414,1.9,CC1=CC(=O)Nc2ccccc12,"InChI=1S/C10H9NO/c1-7-6-10(12)11-9-5-3-2-4-8(7)9/h2-6H,1H3,(H,11,12)",[C][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1],4-methyl-1h-quinolin-2-one,medium,0,2
CHEMBL402501,2.4,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c5ccc(O)c(CO)c5,"InChI=1S/C30H40N2O4/c1-19(31-17-28(35)25-5-6-27(34)26(13-25)18-33)7-20-3-2-4-21(8-20)12-29(36)32-30-14-22-9-23(15-30)11-24(10-22)16-30/h2-6,8,13,19,22-24,28,31,33-35H,7,9-12,14-18H2,1H3,(H,32,36)/t19-,22?,23?,24?,28+,30?/m1/s1",[C][C@H1][Branch2][Ring2][Branch2][C][C][=C][C][=C][C][Branch2][Ring1][O][C][C][=Branch1][C][=O][N][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][=C][Ring2][Ring1][Ring2][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][O][=C][Ring1][=Branch2],n-(1-adamantyl)-2-[3-[(2r)-2-[[(2r)-2-hydroxy-2-[4-hydroxy-3-(hydroxymethyl)phenyl]ethyl]amino]propyl]phenyl]acetamide,large,1,2
CHEMBL100913,0.95,Oc1ccc(cc1)c2ccc(cc2)C3(O)CN4CCC3CC4,"InChI=1S/C19H21NO2/c21-18-7-3-15(4-8-18)14-1-5-16(6-2-14)19(22)13-20-11-9-17(19)10-12-20/h1-8,17,21-22H,9-13H2",[O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][N][C][C][C][Ring1][#Branch1][C][C][Ring1][=Branch1],8-[4-(4-hydroxyphenyl)phenyl]-1-azabicyclo[2.2.2]octan-8-ol,medium,0,0
CHEMBL1598315,1.23,CNC(=O)c1snnc1c2ccccc2,"InChI=1S/C10H9N3OS/c1-11-10(14)9-8(12-13-15-9)7-5-3-2-4-6-7/h2-6H,1H3,(H,11,14)",[C][N][C][=Branch1][C][=O][C][S][N][=N][C][=Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],n-methyl-4-phenylthiadiazole-5-carboxamide,medium,0,1
CHEMBL226780,1.77,CC(C)(C)NC(=O)Nc1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,"InChI=1S/C23H22ClN5O4/c1-23(2,3)27-22(33)25-14-6-4-5-12(9-14)11-29-21(32)17-18(20(31)28-29)26-16-10-13(24)7-8-15(16)19(17)30/h4-10H,11H2,1-3H3,(H,26,30)(H,28,31)(H2,25,27,33)",[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring2][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C][=C][Ring2][Ring1][=Branch2],"1-tert-butyl-3-[3-[(7-chloro-1,4,10-trioxo-3,5-dihydropyridazino[4,5-b]quinolin-2-yl)methyl]phenyl]urea",medium,0,1
CHEMBL587004,2.91,CN1CCN(CC1)c2nc(NCCNc3ccc(cc3)[N+](=O)[O-])c4ccccc4n2,"InChI=1S/C21H25N7O2/c1-26-12-14-27(15-13-26)21-24-19-5-3-2-4-18(19)20(25-21)23-11-10-22-16-6-8-17(9-7-16)28(29)30/h2-9,22H,10-15H2,1H3,(H,23,24,25)",[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Ring2][N][C][C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring2][Ring1][#Branch1],"n-[2-(4-methylpiperazin-1-yl)quinazolin-4-yl]-n'-(4-nitrophenyl)ethane-1,2-diamine",large,1,3
CHEMBL1221510,3.0,CC(C)CN1C(=O)NC(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCC4,"InChI=1S/C22H22F3N3O3S/c1-12(2)11-28-20-17(18(29)26-21(28)31)16(19(30)27-8-5-9-27)15(32-20)10-13-6-3-4-7-14(13)22(23,24)25/h3-4,6-7,12H,5,8-11H2,1-2H3,(H,26,29,31)",[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][Ring1][Branch2][S][C][Branch2][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][S][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring2],"5-(azetidine-1-carbonyl)-1-(2-methylpropyl)-6-[[2-(trifluoromethyl)phenyl]methyl]thieno[3,2-e]pyrimidine-2,4-dione",large,1,3
CHEMBL53966,3.21,O=C(COCc1ccccc1)Nc2ccc3c(c2)C(=O)C(=O)c4ccccc34,"InChI=1S/C23H17NO4/c25-21(14-28-13-15-6-2-1-3-7-15)24-16-10-11-18-17-8-4-5-9-19(17)22(26)23(27)20(18)12-16/h1-12H,13-14H2,(H,24,25)",[O][=C][Branch1][N][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=N][Ring1][=Branch1],"n-(9,10-dioxophenanthren-2-yl)-2-(phenylmethoxy)acetamide",large,1,4
CHEMBL128,-0.96,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,"InChI=1S/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3",[C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][NH1][C][=C][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][Ring1][#Branch2][=C][Ring1][=C],1-[3-(2-dimethylaminoethyl)-1h-indol-5-yl]-n-methylmethanesulfonamide,very small,0,0
CHEMBL380947,3.37,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,"InChI=1S/C16H17F2N5OS2/c1-16(2,7-24)23-13-11-12(20-14(19)26-11)21-15(22-13)25-6-8-4-3-5-9(17)10(8)18/h3-5,24H,6-7H2,1-2H3,(H3,19,20,21,22,23)",[C][C][Branch1][C][C][Branch1][Ring1][C][O][N][C][=N][C][Branch1][#C][S][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][F][=N][C][N][=C][Branch1][C][N][S][C][Ring2][Ring1][Ring2][=Ring1][=Branch1],"2-[[2-amino-5-[(2,3-difluorophenyl)methylsulfanyl]-[1,3]thiazolo[5,4-e]pyrimidin-7-yl]amino]-2-methylpropan-1-ol",very large,1,4
CHEMBL117,3.83,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",[O][C][=C][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][=C][Branch1][Branch2][O][C][Ring1][#Branch1][=C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],"5,7-dihydroxy-2-phenylchromen-4-one",very large,1,4
CHEMBL377136,2.2,O=C(Nc1ccccn1)c2ccccc2,"InChI=1S/C12H10N2O/c15-12(10-6-2-1-3-7-10)14-11-8-4-5-9-13-11/h1-9H,(H,13,14,15)",[O][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],n-pyridin-2-ylbenzamide,large,0,2
CHEMBL361546,1.44,ON1C(=O)N(CC2COc3ccccc3O2)c4ccsc4C1=O,"InChI=1S/C15H12N2O5S/c18-14-13-10(5-6-23-13)16(15(19)17(14)20)7-9-8-21-11-3-1-2-4-12(11)22-9/h1-6,9,20H,7-8H2",[O][N][C][=Branch1][C][=O][N][Branch1][S][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2][C][C][=C][S][C][=Ring1][Branch1][C][Ring2][Ring1][Branch1][=O],"1-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-3-hydroxythieno[2,3-e]pyrimidine-2,4-dione",medium,0,1
CHEMBL1644331,3.92,S(c1ccccc1)c2ccc3ccccc3n2,InChI=1S/C15H11NS/c1-2-7-13(8-3-1)17-15-11-10-12-6-4-5-9-14(12)16-15/h1-11H,[S][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2],2-phenylsulfanylquinoline,very large,1,4
CHEMBL452791,2.21,COCCOCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,"InChI=1S/C17H21N3O5S/c1-23-6-7-24-8-9-25-12-4-2-11(3-5-12)14-10-13(15(18)21)16(26-14)20-17(19)22/h2-5,10H,6-9H2,1H3,(H2,18,21)(H3,19,20,22)",[C][O][C][C][O][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][#Branch1][N][C][=Branch1][C][=O][N][S][Ring1][N],2-(carbamoylamino)-5-[4-[2-(2-methoxyethoxy)ethoxy]phenyl]thiophene-3-carboxamide,large,1,2
CHEMBL36,2.31,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,"InChI=1S/C12H13ClN4/c1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h3-6H,2H2,1H3,(H4,14,15,16,17)",[C][C][C][=N][C][Branch1][C][N][=N][C][Branch1][C][N][=C][Ring1][Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",large,1,2
CHEMBL190243,1.64,C[C@@H](C(=O)NCCN1CCCC1)c2ccc(OS(=O)(=O)C(F)(F)F)cc2,"InChI=1S/C16H21F3N2O4S/c1-12(15(22)20-8-11-21-9-2-3-10-21)13-4-6-14(7-5-13)25-26(23,24)16(17,18)19/h4-7,12H,2-3,8-11H2,1H3,(H,20,22)/t12-/m1/s1",[C][C@@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][Branch1][P][O][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][=C],[4-[(2r)-1-oxo-1-(2-pyrrolidin-1-ylethylamino)propan-2-yl]phenyl] trifluoromethanesulfonate,medium,0,1
CHEMBL1532611,2.71,Nc1ccc(OCCc2ccccc2)cc1,"InChI=1S/C14H15NO/c15-13-6-8-14(9-7-13)16-11-10-12-4-2-1-3-5-12/h1-9H,10-11,15H2",[N][C][=C][C][=C][Branch1][N][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C],4-(2-phenylethoxy)aniline,large,1,3
CHEMBL1164184,3.3,Fc1cnc(NC(=O)C(CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,"InChI=1S/C20H23FN2O4S2/c21-18-12-22-20(28-18)23-19(24)17(11-13-7-9-27-10-8-13)14-1-3-15(4-2-14)29(25,26)16-5-6-16/h1-4,12-13,16-17H,5-11H2,(H,22,23,24)",[F][C][=C][N][=C][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1][S][Ring2][Ring1][N],"2-(4-cyclopropylsulfonylphenyl)-n-(5-fluoro-1,3-thiazol-2-yl)-3-(oxan-4-yl)propanamide",large,1,4
CHEMBL507722,2.13,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)NC4CCN(C)CC4)ncc2F,"InChI=1S/C24H30FN7O/c1-15(2)32-16(3)26-14-21(32)22-20(25)13-27-24(30-22)29-18-7-5-17(6-8-18)23(33)28-19-9-11-31(4)12-10-19/h5-8,13-15,19H,9-12H2,1-4H3,(H,28,33)(H,27,29,30)",[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=N][C][=C][Ring2][Ring1][#Branch1][F],4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]-n-(1-methylpiperidin-4-yl)benzamide,large,0,2
CHEMBL138649,3.6,Oc1ccc2OC(=CC(=O)c2c1)c3ccccc3,"InChI=1S/C15H10O3/c16-11-6-7-14-12(8-11)13(17)9-15(18-14)10-4-2-1-3-5-10/h1-9,16H",[O][C][=C][C][=C][O][C][=Branch1][N][=C][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],6-hydroxy-2-phenylchromen-4-one,very large,1,4
CHEMBL275455,2.32,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)NC(=O)OCC(F)(F)F)C(=O)C(F)(F)F,"InChI=1S/C19H18F6N4O5S/c1-9(2)13(14(31)19(23,24)25)28-12(30)7-29-15(11-4-3-5-35-11)26-6-10(16(29)32)27-17(33)34-8-18(20,21)22/h3-6,9,13H,7-8H2,1-2H3,(H,27,33)(H,28,30)",[C][C][Branch1][C][C][C][Branch2][Ring2][#Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=N][=C][N][=C][Ring1][#Branch1][C][=C][C][=C][S][Ring1][Branch1][N][C][=Branch1][C][=O][O][C][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],"2,2,2-trifluoroethyl n-[6-oxo-1-[2-oxo-2-[(1,1,1-trifluoro-4-methyl-2-oxopentan-3-yl)amino]ethyl]-2-thiophen-2-ylpyrimidin-5-yl]carbamate",large,1,2
CHEMBL1084863,2.86,NS(=O)(=O)c1ccc(Nc2nccc(n2)c3ccccc3)cc1,"InChI=1S/C16H14N4O2S/c17-23(21,22)14-8-6-13(7-9-14)19-16-18-11-10-15(20-16)12-4-2-1-3-5-12/h1-11H,(H2,17,21,22)(H,18,19,20)",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1],4-[(4-phenylpyrimidin-2-yl)amino]benzenesulfonamide,large,1,3
CHEMBL1180725,0.2,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C,"InChI=1S/C23H30NO3/c1-16(2)24(5,17(3)4)14-15-26-23(25)22-18-10-6-8-12-20(18)27-21-13-9-7-11-19(21)22/h6-13,16-17,22H,14-15H2,1-5H3/q+1",[C][C][Branch1][C][C][N+1][Branch1][C][C][Branch2][Ring1][N][C][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][C][Branch1][C][C][C],methyl-di(propan-2-yl)-[2-(9h-xanthene-9-carbonyloxy)ethyl]azanium,small,0,0
CHEMBL1079486,2.0,CC1CC(NC(=O)C)c2ccccc2N1C(=O)c3ccccc3,"InChI=1S/C19H20N2O2/c1-13-12-17(20-14(2)22)16-10-6-7-11-18(16)21(13)19(23)15-8-4-3-5-9-15/h3-11,13,17H,12H2,1-2H3,(H,20,22)",[C][C][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],"n-[1-(benzoyl)-2-methyl-3,4-dihydro-2h-quinolin-4-yl]acetamide",medium,0,2
CHEMBL151445,0.4,OCC(O)CN1CCN(CC1)c2ccccc2,"InChI=1S/C13H20N2O2/c16-11-13(17)10-14-6-8-15(9-7-14)12-4-2-1-3-5-12/h1-5,13,16-17H,6-11H2",[O][C][C][Branch1][C][O][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],"3-(4-phenylpiperazin-1-yl)propane-1,2-diol",small,0,0
CHEMBL561652,2.63,C[C@@H](CO)Oc1cc(Oc2ccc(cc2)S(=O)(=O)C)cc(c1)C(=O)Nc3nccs3,"InChI=1S/C20H20N2O6S2/c1-13(12-23)27-16-9-14(19(24)22-20-21-7-8-29-20)10-17(11-16)28-15-3-5-18(6-4-15)30(2,25)26/h3-11,13,23H,12H2,1-2H3,(H,21,22,24)/t13-/m0/s1",[C][C@@H1][Branch1][Ring1][C][O][O][C][=C][C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=Branch1][Ring2][=C][Ring1][P][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1],"3-[(2s)-1-hydroxypropan-2-yl]oxy-5-(4-methylsulfonylphenoxy)-n-(1,3-thiazol-2-yl)benzamide",large,1,3
CHEMBL1313395,3.66,Cc1sc2ncnc(N3CCN(CC3)c4ncccn4)c2c1C,"InChI=1S/C16H18N6S/c1-11-12(2)23-15-13(11)14(19-10-20-15)21-6-8-22(9-7-21)16-17-4-3-5-18-16/h3-5,10H,6-9H2,1-2H3",[C][C][S][C][=N][C][=N][C][Branch2][Ring1][Ring1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=C][C][=N][Ring1][=Branch1][=C][Ring2][Ring1][C][C][=Ring2][Ring1][Branch1][C],"5,6-dimethyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)thieno[2,3-d]pyrimidine",very large,1,4
CHEMBL2206523,3.64,CN1CC(c2ccc(Cl)cc2)c3ccccc3C1,"InChI=1S/C16H16ClN/c1-18-10-13-4-2-3-5-15(13)16(11-18)12-6-8-14(17)9-7-12/h2-9,16H,10-11H2,1H3",[C][N][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][P],"4-(4-chlorophenyl)-2-methyl-3,4-dihydro-1h-isoquinoline",very large,1,4
CHEMBL1892245,-1.31,OC(=O)CSc1c[nH]c2ccccc12,"InChI=1S/C10H9NO2S/c12-10(13)6-14-9-5-11-8-4-2-1-3-7(8)9/h1-5,11H,6H2,(H,12,13)",[O][C][=Branch1][C][=O][C][S][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],2-(1h-indol-3-ylsulfanyl)acetic acid,very small,0,0
CHEMBL661,1.98,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,"InChI=1S/C17H13ClN4/c1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h2-9H,10H2,1H3",[C][C][=N][N][=C][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][Ring2][Ring1][Branch1][Ring2][Ring1][C],"8-chloro-1-methyl-6-phenyl-4h-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine",medium,0,2
CHEMBL1236772,2.91,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,"InChI=1S/C18H16N6O2S/c1-27(25,26)13-5-2-4-12(10-13)21-18-19-9-8-17(23-18)22-15-6-3-7-16-14(15)11-20-24-16/h2-11H,1H3,(H,20,24)(H2,19,21,22,23)",[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=N][C][=C][C][Branch1][#C][N][C][=C][C][=C][C][NH1][N][=C][C][Ring1][=Branch2][=Ring1][Branch1][=N][Ring1][S][=C][Ring2][Ring1][#Branch1],"n'-(1h-indazol-4-yl)-n-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine",large,1,3
CHEMBL2178579,2.6,Oc1c(NC(=O)Nc2cccc(F)c2Cl)ccc(Cl)c1S(=O)(=O)N3CCNCC3,"InChI=1S/C17H17Cl2FN4O4S/c18-10-4-5-13(23-17(26)22-12-3-1-2-11(20)14(12)19)15(25)16(10)29(27,28)24-8-6-21-7-9-24/h1-5,21,25H,6-9H2,(H2,22,23,26)",[O][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][Cl][C][=C][C][Branch1][C][Cl][=C][Ring2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][C][C][Ring1][=Branch1],3-(2-chloro-3-fluorophenyl)-1-(4-chloro-2-hydroxy-3-piperazin-1-ylsulfonylphenyl)urea,large,1,3
CHEMBL1194608,0.53,CN1CCC(=CC1)c2cccc(O)c2,"InChI=1S/C12H15NO/c1-13-7-5-10(6-8-13)11-3-2-4-12(14)9-11/h2-5,9,14H,6-8H2,1H3",[C][N][C][C][C][=Branch1][Branch1][=C][C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],"3-(1-methyl-3,6-dihydro-2h-pyridin-4-yl)phenol",small,0,0
