smiles,mp
CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=C(Cl)C=CC=C1,206.0
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC=C,120.0
CC1=NN(C(NS(=O)(=O)C2=CC=C(N)C=C2)=C1)C1=CC=CC=C1,195.0
NC(CC#N)=C(C#N)C#N,172.0
CC(=O)OC(OC(C)=O)C=C,-37.6
CC1CCS(=O)(=O)C1,1.0
C1CC1C1=CC=CC=C1,-31.0
CCCSC1=CC=CC=C1,-45.0
CN1C=C(C)C2=CC=CC=C12,142.0
CC(=O)C1=C(C)C=C(O)C=C1,128.0
CN1C(C)=CC2=C1C=CC=C2,56.5
CC1=C(Cl)C(Cl)=C(Cl)C(C)=C1Cl,223.0
CC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,225.0
CC1=CC(=CC(C)=C1O)C(C)(C)C,82.4
CC1=CC=C(C2=C1C=CC=C2)N(=O)=O,71.5
CC1=CC=C2C=CC=CC2=C1N(=O)=O,81.5
C(\C=C/C1=CC=CC=C1)=C\C1=CC=CC=C1,152.0
NC(=O)OCC(O)COC1=CC=C(Cl)C=C1,90.0
O=C(\C=C\C1=CC=CO1)/C=C/C1=CC=CO1,60.5
CC(C)C1CCC2(C)CC(O)C3(C)CCC12O3,114.0
O1N=C(N=C1C1=CC=CC=C1)C1=CC=CC=C1,109.0
O=C1\C(CCC\C1=C\C1=CC=CC=C1)=C/C1=CC=CC=C1,118.0
CC(C)CCOC1=CC=C(NC(=S)NC2=CC=C(OCCC(C)C)C=C2)C=C1,146.0
CC(C)(C)C(C)(C)Cl,136.0
ClC(=C)C#N,-65.0
CC(=C)C(Cl)=O,-60.0
CC(=C)C(=O)NCO,-37.0
OCNC(=O)C=C,74.5
COC(=O)C=C(C)C,114.0
CCCOC(=O)CCC(=O)OCCC,-5.9
CCCCCCC(=O)CC,-8.0
CC(C)(C)OC=C,-112.0
C\C=C/C(C)=C,75.5
CC(C)OC=C,-140.0
CC(=O)OCCBr,-13.8
CCC#CCC,-103.0
CCCCCCCC(=O)CC,2.5
CCCCCCCCCCCCCCCCCCCCCC(=O)OC,54.0
CCCCCCCCCCCCCCCCCCOC=C,30.0
CC1CC1C,-141.0
C=CC1CO1,-135.0
S=C1SC=CS1,49.0
O=C1CC(=O)C=C1,37.0
CC1=NC(C)=CN1,92.0
CN1C(=O)C=CC1=O,95.0
OC1(CCCCC1)C#N,35.0
CC(=O)C1=CCCCC1,73.0
OC1=CC(Cl)=CC(Cl)=C1Cl,62.0
NC(=O)C1=C(O)C=CC=N1,195.0
NC1=NC2=C(N1)C=CC=C2,230.0
OC(=O)CCC1=CC=CO1,58.0
O=C1CCCCCCCN1,78.0
OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl,115.0
C1CC(=NN1)C1=CC=CC=C1,45.8
C1CN=C(N1)C1=CC=CC=C1,96.5
C1CN(N=C1)C1=CC=CC=C1,52.0
CCC1=CC=C(C=C1)C(C)=O,-20.6
NC1=CC=C2C=CC=CC2=C1N,98.5
COC1=C2N=CC=CC2=CC=C1,49.5
CCC(=O)C1=C(O)C=CC(C)=C1,2.0
CCOC1=C(C=CC=C1)C(N)=O,133.0
OC1=CC2=C(OC1=O)C=CC=C2,154.0
C1=CC=C(C=C1)C1=CC=NC=C1,77.5
NC(=O)CCCCC1CCSS1,128.0
CC(=O)C1=C2C=CC=CC2=CC=C1,34.0
CCCCCC(=O)C1=CC=CC=C1,27.0
CC(C)(OC1=CC=CC=C1)C(O)=O,98.5
COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1OC,90.0
CCOP(=O)(OCC)N=C1SCCS1,41.0
O=C1CCCCCCCCCCCN1,152.0
NC1=CC2=C(C=CC=C2)C2=CC=CC=C12,138.0
CC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,71.5
Cl\C(=C(\Cl)C1=CC=CC=C1)C1=CC=CC=C1,144.0
O=N(=O)C1=CC=C(SC2=CC=CC=C2)C=C1,56.0
CCOC(=O)\C=C\C1=CC=C(C=C1)[N+]([O-])=O,139.0
FC1=CC=C(C=C1)C1C(=O)C2=C(C=CC=C2)C1=O,120.0
CC\C(C)=N\NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,117.0
CCC(C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1,124.0
CCOC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,183.0
CC1=CC2=C(C)C3=C(N=C2C=C1)C1=CC=CC=C1C=C3,159.0
OC1=CC=C(C=C1)C(=O)N\N=C\C1=CC=C(O1)N(=O)=O,298.0
CCC1(O)CCC2C3CCC4=CCCCC4C3CCC12C,77.0
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC(=O)O2,218.0
CN(C)CCCN1C2=CC(Cl)=CC=C2S(=O)C2=C1C=CC=C2,115.0
OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,104.0
CC12CCC3C(CCC33CCC(=O)O3)C1CCC1=CC(=O)CCC21C,158.0
CC12CCC3C(C=CC4=CC(=O)CCC34C)C1CCC21CCC(=O)O1,150.0
CC(=O)OCOC(=O)C1N2C(SC1(C)C)C(NC(=O)CC1=CC=CC=C1)C2=O,107.0
CC(=O)OC1(CCC2C3CC(C4=CC(=O)CCC4(C)C3CCC12C)C(F)(F)F)C(C)=O,206.0
CC(=O)NC(CC(O)=O)C(O)=O,138.0
C[Si](C)(C)N=C=N[Si](C)(C)C,-23.0
CC(C)=CC(C)=C,-114.0
CC1CC(C)S(=O)(=O)C1,-3.0
CC1=C(C)C(C)=C(C)N1,111.0
NC1=CC(N)=NC(N)=N1,250.0
CC(C)C1CCCCC1=O,72.5
CC\C=C\C1=CC=CC=C1,-43.1
CCCCN1CCOCC1,-57.1
CC1=C(Cl)C(Cl)=CC(Cl)=C1Cl,93.5
CC1=NC2=CC(Cl)=CC=C2S1,69.0
O=C1CCC(O1)C1=CC=CC=C1,36.5
C1=CC=C(C=C1)C1=CC=CN=C1,164.0
CC(=O)C1=CC=C(C=C1)C(C)=O,112.0
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,-10.0
CC(C)(CC(O)=O)C1=CC=CC=C1,60.0
OCCC1=NC2=CC=CC=C2C=C1,103.0
CC(C)(C)C1=CC=C(C=C1)C(C)(C)C,79.5
OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,209.0
CNC1=NC(NC(C)C)=NC(SC)=N1,85.0
ClC1=CNC=C1C1=C(C(Cl)=CC=C1)N(=O)=O,124.0
COC1=CC2=C(NC=C2CCN(C)C)C=C1,69.5
C\C=N\NC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,166.0
ClC1=CC=CC=C1NC(=O)C1=CC=CC=C1,99.0
ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,160.0
ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,182.0
FC1=C(F)C(F)=C(SC2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,87.0
O1C(=C(C(=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,175.0
OC(C=C)C(O)C=C,15.0
CCOC(=O)CCC(O)=O,8.0
NCCOP(O)(O)=O,242.0
CCCCCC(C)(C)C,-113.0
OC(=O)CNCP(O)(O)=O,190.0
N#CC#CC#N,20.5
O=CCCCCC=O,-8.0
CC1CS1,-91.0
O=S1(=O)OCCO1,99.0
CC(=O)C1=CC=CN1,90.0
NC1=CC=C(Cl)C=N1,137.0
C1C\C=C/C\C=C/C1,-53.0
ClC1=CC=C(C=C)C=C1,15.9
CCCC1=CC(C)=CC=C1,-82.5
N#CCCNC1=CC=CC=C1,52.5
COC1=C(O)C(\C=C\C)=CC=C1,81.0
CC1=CC2=C(CCCC2)C=C1C,10.0
CCCCCCC1=CC=CC=C1,-61.0
CCCCCCCC1=CC=CC=C1,-48.0
C1CCC2=CC3=C(CCCC3)C=C2C1,78.0
COC(=O)C(N)CC1=CC=C(O)C=C1,137.0
COC1=C(O)C=CC(\C=C\C(C)=O)=C1,129.0
C(CC1=CC=CC=C1)CC1=CC=CC=C1,6.0
CCCCCCCCCC1=CC=CC=C1,-24.0
C1CN=C(NC2=CC=CC3=C2CCCC3)N1,142.0
[O-][N+](=O)C1=CC=C(CC2=CC=NC=C2)C=C1,71.0
C(CCC1=CC=CC=C1)CC1=CC=CC=C1,52.5
CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2,236.0
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,106.0
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,216.0
CN1C2=C(C=C(C)C(C)=C2)N=C2C(=O)NC(=O)N=C12,320.0
ClC1=C(NC2=CC=CC=C2)C(=O)C2=CC=CC=C2C1=O,215.0
CC12CCC3C(CCC4=C(Cl)C(=O)CCC34C)C1CCC2O,189.0
CC1=NC=C(CSSCC2=C(CO)C(O)=C(C)N=C2)C(CO)=C1O,219.0
CC(=O)OC1C2OC22C3CCC4(O)CC(O)CCC4(C)C3CCC2(C)C1C1=COC(=O)C=C1,260.0
CC(C)(Cl)C#C,-61.0
CNC(=O)CSP(=O)(OC)OC,-28.0
CN(C(C)=O)C(C)=O,-25.0
CC(C)C(=NO)C(C)C,34.0
CC(C)CN(CC(C)C)CC(C)C,-21.8
CCCCCCCC(=O)OCCCCCC,-30.6
CCCCCCOC(=O)CCCC,-63.1
CC(=O)CC(=O)OCC=C,-85.0
CCOC(=O)CCC(N)C(O)=O,191.0
OC(=O)CCCCCl,18.0
N#CC\C=C\CC#N,76.0
CCCCCCCCC(N)=O,99.5
CCCCCCCCCCCC(N)=O,110.0
CCCCCCCCCCCCCCCCCCCC(=O)OC,54.5
CCCCCCCCNCCCCCCCC,35.5
C=C1CCC1,-135.0
CC1CCCC1=O,-75.0
BrC1=CC=NC=C1,0.5
CC1CCOCO1,-44.5
NC1=NC=CN=N1,176.0
CC1=NC=C(O)C=C1,169.0
O=C1CCCC(=O)N1,156.0
C1CCCNCCC1,29.0
O=N(=O)C1CCCCC1,-34.0
CC1(C)CC(=O)NC(=O)C1,145.0
CC(CO)C1=CC=CC=C1,-13.0
CC1=CC(O)=C(Cl)C=C1Cl,73.0
CC1=NC(C)=C(C)N=C1C,85.0
OC(=O)C1CCC1C(O)=O,131.0
CC1=CC=CC2=C1NC(=O)C2=O,267.0
CCC1=CC=CC2=C1C=CC=C2,-13.9
CC1=NN(C=C1)C1=CC=CC=C1,37.0
CCCC(=O)NC1=CC=CC=C1,97.0
CC1=NN(C(N)=C1)C1=CC=CC=C1,116.0
OC1=CC=C(C=C1)C1CCCCC1,133.0
OC(=O)C1=CC=C2CCCCC2=C1,156.0
NC(=N)N1CCC2=CC=CC=C2C1,279.0
OS(=O)(=O)CCCN1CCOCC1,284.0
CCCCCCOC1=CC=CC=C1,-19.0
CCSC(=O)N(CC)C1CCCCC1,11.5
NC1=CC(=CC=C1O)C1=CC=CC=C1,200.0
CCCCC1=CC2=CC=CC=C2C=C1,-5.0
OC(=O)CNC(=O)OCC1=CC=CC=C1,121.0
CC12CCC3C(CC3(C)C)C(=C)CCC1O2,62.5
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,132.0
CC(C)C1(CC2=CC=CO2)C(=O)NC(=O)NC1=O,169.0
BrC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,138.0
ClC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,146.0
CCOC(=O)C1=C(C)NC(C)=C(C1)C(=O)OCC,180.0
COC1=CC=C(C=C1)C(=O)C1=CC=CC=C1C(O)=O,146.0
OC1=C(Cl)C=C(Cl)C=C1C(=O)NC1=CC=C(Cl)C=C1,142.0
CC12CCC3C(CCC4CC(O)CCC34C)C1CC=C2,143.0
CN(C)CCN1C2=C(NC3=CC=CC=C3C1=O)C=C(Cl)C=C2,166.0
OC(=O)C(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1,88.5
COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C2C3C=COC3OC2=C1,245.0
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN(C)C)C1=CC=CC=C1,110.0
CC12CCC3C(CCC4=CC(OC5CCCC5)=CC=C34)C1CC(O)C2O,99.0
O=N(=O)C1=CC=C2C(=C1)C(=C(C#N)C#N)C1=C2C(=CC(=C1)N(=O)=O)N(=O)=O,267.0
O(C1=CC=CC=C1)[Si](OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,49.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(C)=O,263.0
CC1(C)OC2CC(=O)OCC22C1CC(=O)C1(C)C2CCC2(C)C(OC(=O)C3OC123)C1=COC=C1,298.0
COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(CCC43O)C3=CC(=O)OC3)C2)C1O,162.0
CC(C)C(C)C(C)(C)C,-121.0
CCC(=O)NC,-30.9
CC(=O)NC(CCC(O)=O)C(O)=O,199.0
ClS(=O)(=O)N=C=O,-44.0
CCCCOC(=O)CC(=O)OCCCC,-83.0
CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCC,57.0
CC(=O)NCCS,6.5
CC(C)CCCC(C)(C)C,-105.0
SCCCCS,-53.9
CC1CCCC1C,-54.0
C=C1CCCCC1,-107.0
NC1=CC=C(S)C=C1,46.0
CC1=CC(=O)CCC1,-21.0
CC1(C)CCCCC1O,8.0
CC1(C)CCCCC1=O,-20.5
NC1=NC(Cl)=CC(O)=N1,262.0
CC(=C)C1=CC=C(C)C=C1,-20.0
CC1=CC2=C(N1)C=CC(C)=C2,115.0
CN(C)C1=CC=C(C=C1)C#N,74.0
CCOC1=CC=C(N)C(N)=C1,71.5
OC1=CC=C(Br)C2=CC=CN=C12,124.0
C\C(=C/C1=CC=CC=C1)C(O)=O,80.0
CC1(CCOCO1)C1=CC=CC=C1,37.5
CC(=O)CC1=CNC2=CC=CC=C12,116.0
CC\C(=C\C1=CC=CC=C1)[N+]([O-])=O,90.5
N(C1=CC=CC=N1)C1=NC=CC=C1,90.5
CC(NC(=O)C1=CC=CC=C1)C(O)=O,166.0
CC1=CC=CC(NC2=CC=CC=C2)=C1,30.0
ClC1=C2C=CC=CC2=NC2=CC=CC=C12,121.0
ClCCN(CCCl)C1=CC=C(C=O)C=C1,86.5
OC1C2=C(CCC3=C1C=CC=C3)C=CC=C2,92.0
COC1=CC=C2NC3=C(CCNC3C)C2=C1,150.0
CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,193.0
OC1=CC=CC=C1C(=O)\C=C\C1=CC=CC=C1,90.0
CNC1=CC=C(N)C2=C1C(=O)C1=C(C=CC=C1)C2=O,193.0
[O-][N+](=O)C1=CC=C(SC2=CC=C(C=C2)[N+]([O-])=O)C=C1,160.0
CC1(O)CCC2C3CCC4CC5=NON=C5CC4(C)C3CCC12C,152.0
S=C(NC1=C2C=CC=CC2=CC=C1)NC1=C2C=CC=CC2=CC=C1,208.0
CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-54.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO,202.0
CC(=O)OC1CC2C3CCC4=C(C=CC(OC(C)=O)=C4)C3CCC2(C)C1=O,180.0
CN(C)C1=CC2=C(C=C1)N(C(=O)C1=CC=CC=C1)C1=CC=C(C=C1S2)N(C)C,195.0
CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C(C)=O,124.0
CCC1CN2CCC1CC2C(O)C1=CC=NC2=C1C=C(OCCC(C)C)C=C2,152.0
CC1=C2C=CC=CC2=CC=C1,34.0
CC(C)CCCCCCCOC(=O)C=C,-100.0
CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC(C)C,98.0
C1CN(CCO1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,175.0
CC(C)(C)C1=CC(=CC(=C1O)N(=O)=O)N(=O)=O,126.0
CCSC1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCN(C)CC2)C=C1,63.0
CC(=O)NCCSC(C)=O,32.5
CCCC(=O)C1=CC(O)=C(O)C=C1O,154.0
CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,204.0
CCCCC1CO1,94.0
N#CC1=NC2=CC=CC=C2C=C1,95.0
C(=C/C1=NC=CC=C1)\C1=NC=CC=C1,118.0
NN1C(=O)CSC1=S,102.0
CC1=CCC2C(C)(C)CCCC2(C)C11CCC(C)(CC(O)=O)O1,100.0
ClCC(=O)N1CCOCC1,37.0
ON=C(C1CC1)C1CC1,76.5
CC1=NNC=C1,36.5
NC1=CC=CC=C1C1=CC=CC=C1N,81.0
CCCCCCCCCCCCCCCCCCCO,63.3
O=C1CSC(=S)N1C1=CC=CC=C1,194.0
CC(CBr)C1=CC=CC=C1,-59.3
CCCCCCCCCCCCCCC1=CC=CC=C1,16.0
CC1=CC=C2C=CC=C(C)C2=N1,27.0
OCC1OC(OC2=CC=CC=C2)C(O)C(O)C1O,177.0
C1OC1C1CO1,4.0
CC(=O)OC1=C(C=CC=C1)C(=O)OC(=O)C1=C(OC(C)=O)C=CC=C1,83.0
CC(=O)C1=CSC=C1,60.0
COC(=O)CCCCCCCCCCCC(=O)OC,36.0
CCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCC,54.5
CC1=C2NC(=N)SC2=CC=C1,138.0
OC(=O)C1=CC2=CC=CC=C2N1,206.0
CCCCN1C2=CC=CC=C2C2=C1C=CC=C2,58.0
OCCC1CCCCN1,69.0
C=CC1=CC=CO1,-94.0
CCOP(=O)(OCC)ON1C(=O)C2=CC=CC3=CC=CC(C1=O)=C23,177.0
CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,182.0
CC(C)(C)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1,163.0
FC=O,-142.0
CN1C2=CC=CC=C2C(C)(C)C11OC2=C(C=C1)C=C(C=C2)[N+]([O-])=O,180.0
O=C1CCCCC1C1=CCCCC1,-78.0
COC1=C(NC(N)=S)C=CC=C1,156.0
CCO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,65.0
CC1=CC=C(C=C1)C(O)C1=CC=CC=C1,52.0
OC1=CC=C(C=C1)C1CCCC1,65.0
OC1=C(C=CC=C1)C1CCCC1,34.5
CC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C(C)C=C1,140.0
COC1=C(OC)C(=CC=C1)C(O)=O,123.0
COC1=C(OC)C=C(C=C1)C(N)=O,164.0
ICC(CI)(CI)CI,225.0
C[Si](C)(C)OC1=CC=CC=C1,-55.0
CCCCCCC(C1=CC=CC=C1)C1=CC=CC=C1,14.0
OC1=CC2=C(C[C@H]3NCC[C@@]22CCCCC32)C=C1,271.0
NC1=NC=CC2=CC=CC=C12,123.0
CCCCCCCCCCC(=O)CC,31.0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,34.0
CC(C)CC1=CC=C(CC(O)=O)C=C1,86.0
O=C(CC1=CC=CC=C1)OC(=O)CC1=CC=CC=C1,73.3
CC1=CC(C)=NC=N1,25.0
CC(=O)N(C(C)=O)C1=CC=CC=C1,37.5
COC1=CC(=C(O)C=C1)[N+]([O-])=O,79.0
CCCOCC(C)O,-80.0
CCOC(=O)C1=CC=NC=C1,23.0
CC1=CC2=C(C=C1)C=CC1=C2C=C(C)C=C1,145.0
OC(=O)CCCC=C,-37.0
CC1=CC=C(OC2=CC=C(C)C=C2)C=C1,51.0
NS(=O)(=O)C1=CC2=C(NC(CC3=CC=C(F)C=C3)NS2(=O)=O)C=C1Cl,239.0
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,49.0
COC(=O)CC(O)(CC(=O)OC)C(=O)OC,79.3
OCC1=CC2=C(C=CC=C2)C=C1,81.3
CC1CN(CC(C)O1)C1CCCCCCCCCCC1,71.0
CCCCCCCCCCCCCCCCCCCCC=C,38.0
CC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12,164.0
CC(C)(C)N=C=O,85.5
COC1=NC(NC(C)C)=NC(NC(C)C)=N1,91.5
C1CCC(CC1)C(C1CCCCC1)C1CCCCC1,48.0
C1CCSCC1,19.0
OCCN1C=CN=C1,39.0
C=C\C=C\C#N,-60.0
CCC12CCCN3CCC4=C(C13)N(C1=CC=CC=C41)C(O)(C2)C(=O)OC,232.0
OC1CN2CCC1CC2,221.0
CCOC(=O)C(C)(C)C(=O)OCC,-30.4
CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,166.0
CC(=O)CCCCC(C)=O,44.0
CC1(C)CC1,-109.0
CN(C)C1CSSC1,177.0
CC1=CC=CN=N1,184.0
N#CC1=C(C=NC=C1)C#N,80.0
O=S1(=O)CCCCO1,13.5
CCCCC1=CC=CC2=CC=CC=C12,-19.8
NC1=CC(Cl)=CC=C1N(=O)=O,128.0
Cl\C=C(\Cl)/C(/Cl)=C/Cl,-4.0
C\C(CO)=C\CNC1=C2NC=NC2=NC=N1,208.0
CCCCC1=CC=C(O)C=C1,22.0
CC(=O)OC(C(Cl)=O)C1=CC=CC=C1,36.0
CCCCCCCS,-43.0
ClP1OC2=C(O1)C=CC=C2,30.0
ClC1=C(C=C2C3=C(C=CC=C3)C3=C2C=CC=C3)C=CC=C1,69.5
CSC(C)(C)\C=N\O,21.0
CNC(=O)O\N=C\C(C)(C)S(C)(=O)=O,141.0
BrCCC1CCCCC1,-57.0
CCCCCCCCCCCC(O)CC,31.5
CCCCCCCCCCCCCC(C)O,35.0
CC(C)CCCCCO,-106.0
CCCCCCCCCCOC(=O)CCCCCCCCC,9.7
COC1=CC=CC=C1OC1=CC=CC=C1OC,79.5
N#CCCOCCC#N,-26.3
CC1=CN=C2C(C=CC3=C(C)C(C)=CN=C23)=C1C,278.0
CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,122.0
COC1=NC(C)=NC(N)=N1,260.0
CCCCCCC(=O)C1=CC=CC=C1,16.4
CC12C(CCC1(O)C1CCC3CC(O)CCC3(C)C1CC2O)C1=CC(=O)OC1,222.0
CCCCCCCC(=O)C1=CC=CC=C1,22.8
CCCCCCCCCCCC(=O)C1=CC=CC=C1,47.0
CC1CCCC(C)C1C,-66.9
CC(C)CC1CCCCC1,-95.0
CC1=CC2=C(CCCC2)C=C1,-40.0
OC1=C(I)C=C(C=C1I)C#N,212.0
OC1=C(C=C(C=C1I)C#N)N(=O)=O,138.0
FC(F)OC(F)F,-123.0
OC(=O)C1=NC(Cl)=CC=C1Cl,151.0
CN(C)C1=CC=C(CO)C=C1,69.0
OC1=CC=C(O)C(CC2=CC=CC=C2)=C1,106.0
CC1=C(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)C(C)=C(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)C(C)=C1CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,244.0
CC1=CC(=CC=C1)C(Cl)=O,-23.0
FC1=CC(=CC=C1)C(Cl)=O,-30.0
ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,77.0
CC1=CC2=CC=CC=C2N=C1C,68.5
CC1=C2C=CC=CC2=CC=N1,10.0
C(CN1CCOCC1)N1CCOCC1,75.0
ClCC(Cl)C(\Cl)=C(/Cl)C(Cl)CCl,58.5
CC1=CC=CC2=C1CC1=C2C=CC=C1,85.0
CCCCCCCCCCCCC(=O)OC,6.5
CCCCCCCCCCCCCCCCC(=O)OC,30.0
COC(=O)CCCCCC(=O)OC,-21.0
COC(=O)CCCCCCC(=O)OC,-3.1
C1CC2=CC=C3CCCC4=C3C2=C(C1)C=C4,133.0
CCP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,122.0
[O-][N+](=O)C1=CC=C(\C=C\C=O)C=C1,142.0
CCCCCSC,-94.0
OC1=C(CC=C)C=CC=C1,-6.0
ClC1=CC2=C(OC3=C(O2)C=C(Cl)C(Cl)=C3)C=C1Cl,305.0
CC(C)OC(N)=O,93.0
CON(C)C(=O)NC1=CC=C(Cl)C=C1,81.5
OC1=CC=C(NC2=CC=C(O)C=C2)C=C1,174.0
CNP(=O)(NC)OC1=CC=CC=C1,102.0
NC1=C(N)C2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,290.0
CC1=C(SC=N1)C=C,-15.0
O=C(OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1)C(C1=CC=CC=C1)C1=CC=CC=C1,98.0
NS(=O)(=O)C1=CC2=C(NC(CSCC(F)(F)F)NS2(=O)=O)C=C1Cl,206.0
ClC(Cl)C(=O)C(Cl)(Cl)Cl,2.1
CC1=NC(=O)C2=C(N1)C=CC=C2,232.0
CC(CC(=O)C1=CC=CC=C1)C(O)=O,141.0
CC1=CC=C(C=C1)S(=O)C1=CC=C(C)C=C1,95.0
N=C1NCCS1,85.3
CC1=C(Cl)N=C(Cl)N=C1,26.0
ClC1=NC(Cl)=C(Cl)C(Cl)=N1,69.0
O=C1N(C(=O)N(C(=O)N1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,285.0
CC1=NC2=C(N1)C=CC(=C2)[N+]([O-])=O,224.0
CC1=NC2=C(N1)C=C(C)C=C2,203.0
CCC1=CSC=C1,-89.1
CC1=C(C)C(C)=CS1,-26.2
CC1CCCS1,-101.0
CCCCCCCCC1CCCCC1,-20.0
CCCCCCCCCCCCC1CCCCC1,12.5
CCCCCCCCCCC1CCCC1,-22.0
CC1CC(C)CC(C)C1,-49.7
C=CCNC(=O)NCC=C,91.5
OC1=CC=CC=C1C1=CC=CC=C1O,109.0
CCC1=CC=CC=C1C1=CC=CC=C1,-6.0
CCCCCCCCOC1=CC=CC=C1,8.0
CCCC(=O)C(O)=O,6.5
CCC1NC2=CC(Cl)=C(C=C2S(=O)(=O)N1)S(N)(=O)=O,270.0
COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,108.0
ClC1=CC=CC2=C(Cl)C=CC=C12,107.0
ClC1=C2C=CC=CC2=C(Cl)C=C1,67.5
FC1=C(F)C(F)=C(C#N)C(C#N)=C1F,83.0
[O-][N+](=O)C1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C=C1,106.0
CC(CC(C1=CC(=C(O)C=C1C)C(C)(C)C)C1=C(C)C=C(O)C(=C1)C(C)(C)C)C1=CC(=C(O)C=C1C)C(C)(C)C,186.0
CCCCCCC#CC(O)=O,-8.0
CCC1=NC2=C(N1)C=CC=C2,175.0
COC(OC)(OC)OC,-5.0
O=C1NCCCN1,265.0
CC(C)(C)OC(=O)C(Cl)(Cl)Cl,25.5
CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,56.5
CCCCN(CC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,66.0
C1C\C=C/C=C\C=C/1,-83.0
[O-][N+](=O)C1=CC=C(O1)\C=C\C=O,118.0
NC1=C2N=CN(C2=NC=N1)C1(CO)OC(CO)C(O)C1O,212.0
OC(=O)CC1=CC(Br)=CC=C1,101.0
CC1=CC(C)=C(O)C(=C1)C(C)(C)C,22.3
